order_id,customer_id,product_id,size,color,season,purchase_amount_usd,review_rating,shipping_type,discount_applied,promo_code_used,payment_method
1905,1905,35,S,Silver,Spring,71,4.2,Free Shipping,No,No,Cash
1906,1906,65,M,Teal,Summer,35,4.9,2-Day Shipping,No,No,Bank Transfer
1907,1907,57,M,Green,Spring,30,4.6,2-Day Shipping,No,No,PayPal
1908,1908,16,L,Orange,Fall,74,4.8,Store Pickup,No,No,Credit Card
1909,1909,42,XL,Charcoal,Winter,71,2.7,Next Day Air,No,No,Debit Card
1910,1910,2,S,Black,Spring,84,4.3,Store Pickup,No,No,Credit Card
1911,1911,4,S,Yellow,Fall,38,3.8,Express,No,No,Debit Card
1912,1912,27,M,Gray,Spring,81,4.9,Express,No,No,Debit Card
1913,1913,2,S,Charcoal,Winter,56,3.4,2-Day Shipping,No,No,Credit Card
1914,1914,16,M,Peach,Winter,48,3.6,Express,No,No,Cash
1915,1915,8,L,Green,Fall,97,3.4,Standard,No,No,Credit Card
1916,1916,57,M,Magenta,Fall,74,4.7,2-Day Shipping,No,No,Cash
1917,1917,26,S,Beige,Winter,50,3,Next Day Air,No,No,Debit Card
1918,1918,16,L,Black,Winter,71,3.4,Free Shipping,No,No,PayPal
1919,1919,16,S,Purple,Summer,33,4.6,Standard,No,No,Debit Card
1920,1920,57,M,Olive,Summer,56,3.1,Express,No,No,PayPal
1921,1921,1,M,Purple,Spring,84,2.8,Standard,No,No,Cash
1922,1922,7,M,Green,Fall,36,3.5,Store Pickup,No,No,Venmo
1923,1923,75,S,Peach,Summer,63,4.6,Standard,No,No,PayPal
1924,1924,4,XL,Blue,Summer,36,4.3,Standard,No,No,Cash
1925,1925,25,M,Gray,Fall,63,4.8,Free Shipping,No,No,PayPal
1926,1926,6,L,Black,Winter,32,2.9,Express,No,No,Credit Card
1927,1927,57,M,Silver,Spring,93,3,Express,No,No,PayPal
1928,1928,20,M,Pink,Summer,29,2.9,Standard,No,No,Cash
1929,1929,17,S,Lavender,Summer,92,3.7,Standard,No,No,PayPal
1930,1930,3,L,Brown,Fall,33,4.7,Standard,No,No,Venmo
1931,1931,20,L,Turquoise,Spring,52,3.5,Store Pickup,No,No,Cash
1932,1932,27,S,Olive,Spring,42,2.7,Store Pickup,No,No,Debit Card
1933,1933,26,M,White,Spring,36,5,Free Shipping,No,No,Credit Card
1934,1934,4,L,Violet,Summer,67,4.1,Next Day Air,No,No,Venmo
1935,1935,25,L,Gold,Winter,43,2.7,Free Shipping,No,No,Bank Transfer
1936,1936,1,XL,Violet,Spring,68,4.8,Free Shipping,No,No,Cash
1937,1937,27,S,Teal,Summer,60,4.3,2-Day Shipping,No,No,PayPal
1938,1938,46,M,Olive,Summer,53,4.5,2-Day Shipping,No,No,Bank Transfer
1939,1939,3,L,Blue,Spring,23,3.8,Standard,No,No,Debit Card
1940,1940,75,L,Magenta,Winter,57,3.7,Store Pickup,No,No,PayPal
1941,1941,45,L,Gray,Fall,89,3.9,2-Day Shipping,No,No,PayPal
1942,1942,11,XL,Peach,Winter,99,3.3,Standard,No,No,Credit Card
1943,1943,20,M,Cyan,Fall,28,3.4,Express,No,No,PayPal
1944,1944,46,L,Violet,Summer,53,3.8,Next Day Air,No,No,Cash
1945,1945,26,M,Gold,Winter,45,2.7,Free Shipping,No,No,Cash
1946,1946,26,M,Gold,Winter,38,2.9,2-Day Shipping,No,No,Credit Card
1947,1947,20,M,White,Summer,49,4.5,Standard,No,No,Credit Card
1948,1948,7,M,Gray,Summer,32,2.6,Store Pickup,No,No,PayPal
1949,1949,35,L,Brown,Winter,37,3.1,Next Day Air,No,No,PayPal
1950,1950,14,L,Gray,Winter,80,4.7,Store Pickup,No,No,PayPal
1951,1951,57,L,Blue,Summer,78,4.6,Free Shipping,No,No,PayPal
1952,1952,75,L,Gold,Summer,53,2.7,Next Day Air,No,No,Bank Transfer
1953,1953,11,L,Yellow,Summer,82,4.6,2-Day Shipping,No,No,Cash
1954,1954,16,XL,Green,Spring,33,4.8,Standard,No,No,PayPal
1955,1955,75,M,Pink,Winter,77,4.2,Free Shipping,No,No,Venmo
1956,1956,26,M,Pink,Winter,56,4.9,Express,No,No,Cash
1957,1957,46,M,Pink,Winter,37,4.9,Express,No,No,Credit Card
1958,1958,75,M,Cyan,Spring,54,4.5,Store Pickup,No,No,Cash
1959,1959,8,M,Gray,Winter,67,2.7,Store Pickup,No,No,Cash
1960,1960,11,M,White,Fall,90,3.1,Store Pickup,No,No,Credit Card
1961,1961,3,L,Red,Summer,72,3.3,2-Day Shipping,No,No,Credit Card
1962,1962,65,L,Black,Summer,59,2.6,Free Shipping,No,No,Debit Card
1963,1963,45,M,Silver,Fall,45,4.4,Standard,No,No,PayPal
1964,1964,8,L,Pink,Spring,30,3.9,Standard,No,No,Credit Card
1965,1965,20,S,Cyan,Summer,51,4.6,Express,No,No,Debit Card
1966,1966,2,M,White,Fall,90,4.9,Express,No,No,Debit Card
1967,1967,25,XL,Purple,Winter,95,3.7,Express,No,No,Credit Card
1968,1968,14,L,Yellow,Fall,81,3.7,Standard,No,No,Venmo
1969,1969,7,S,Blue,Spring,70,4.2,Standard,No,No,Credit Card
1970,1970,14,S,Cyan,Winter,32,3.5,Next Day Air,No,No,Bank Transfer
1971,1971,60,M,Indigo,Spring,94,2.9,Next Day Air,No,No,Credit Card
1972,1972,45,XL,Indigo,Spring,29,3.4,Next Day Air,No,No,Venmo
1973,1973,57,M,Silver,Summer,31,3.3,Express,No,No,PayPal
1974,1974,16,XL,Red,Fall,20,4.5,Standard,No,No,Venmo
1975,1975,75,M,Peach,Winter,44,4.6,2-Day Shipping,No,No,PayPal
1976,1976,25,L,Turquoise,Fall,77,2.9,Express,No,No,Cash
1977,1977,10,M,Pink,Spring,51,3.2,Next Day Air,No,No,PayPal
1978,1978,4,M,Teal,Summer,49,2.6,Free Shipping,No,No,Bank Transfer
1979,1979,17,L,Magenta,Spring,78,3.8,Store Pickup,No,No,Cash
1980,1980,3,L,Blue,Spring,98,2.8,Store Pickup,No,No,Debit Card
1981,1981,4,M,Green,Winter,94,4.4,Store Pickup,No,No,PayPal
1982,1982,11,L,Violet,Summer,91,4.7,Express,No,No,PayPal
1983,1983,17,M,Turquoise,Summer,77,2.7,2-Day Shipping,No,No,PayPal
1984,1984,42,M,Pink,Summer,97,2.6,Next Day Air,No,No,Debit Card
1985,1985,16,M,Black,Summer,58,3.4,2-Day Shipping,No,No,PayPal
1986,1986,75,M,Gold,Spring,97,3.9,2-Day Shipping,No,No,Credit Card
1987,1987,9,L,Green,Summer,48,3.4,2-Day Shipping,No,No,Venmo
1988,1988,60,XL,White,Summer,23,3.4,Express,No,No,Cash
1989,1989,20,M,Gold,Winter,79,3.9,Free Shipping,No,No,Bank Transfer
1990,1990,27,S,Charcoal,Spring,42,4,Express,No,No,PayPal
1991,1991,57,L,White,Spring,95,3.4,2-Day Shipping,No,No,PayPal
1992,1992,6,M,Brown,Summer,29,3.7,Next Day Air,No,No,Venmo
1993,1993,26,L,Gold,Winter,98,4.9,2-Day Shipping,No,No,Venmo
1994,1994,1,S,Purple,Spring,96,5,Express,No,No,Cash
1995,1995,17,M,Brown,Fall,66,2.9,Next Day Air,No,No,Credit Card
1996,1996,65,S,Teal,Spring,80,3,Standard,No,No,Debit Card
1997,1997,6,L,Indigo,Summer,27,3.3,Next Day Air,No,No,Cash
1998,1998,57,M,Purple,Fall,25,4.7,Express,No,No,Debit Card
1999,1999,20,M,Orange,Fall,45,3.4,2-Day Shipping,No,No,Cash
2000,2000,46,L,Indigo,Winter,89,4.6,2-Day Shipping,No,No,Debit Card
2001,2001,60,M,Lavender,Winter,27,3.6,2-Day Shipping,No,No,Cash
2002,2002,17,S,Purple,Winter,90,2.6,Free Shipping,No,No,Debit Card
2003,2003,7,M,Red,Summer,65,2.7,Express,No,No,PayPal
2004,2004,6,S,Blue,Spring,72,3.1,Express,No,No,Cash
2005,2005,11,L,Blue,Fall,70,3.2,2-Day Shipping,No,No,Cash
2006,2006,4,M,Cyan,Winter,82,3.4,Store Pickup,No,No,PayPal
2007,2007,42,S,Pink,Fall,97,4.4,Express,No,No,Credit Card
2008,2008,7,M,Silver,Summer,25,3.2,2-Day Shipping,No,No,PayPal
2009,2009,16,M,Gray,Spring,48,2.5,Free Shipping,No,No,PayPal
2010,2010,65,M,Indigo,Summer,99,3.8,Next Day Air,No,No,Venmo
2011,2011,2,M,Maroon,Summer,21,4.4,2-Day Shipping,No,No,Debit Card
2012,2012,4,M,Beige,Spring,94,3.7,Express,No,No,Bank Transfer
2013,2013,3,L,Green,Fall,53,3.2,Store Pickup,No,No,Cash
2014,2014,57,M,Peach,Winter,70,4.9,Standard,No,No,Debit Card
2015,2015,16,L,Black,Summer,26,3.9,Standard,No,No,PayPal
2016,2016,60,S,Pink,Summer,82,4.5,Next Day Air,No,No,Credit Card
2017,2017,11,S,Violet,Winter,47,3.4,Standard,No,No,Debit Card
2018,2018,46,S,Green,Winter,32,4.1,Next Day Air,No,No,Bank Transfer
2019,2019,57,S,Gold,Fall,97,4.5,Store Pickup,No,No,Bank Transfer
2020,2020,7,S,Red,Winter,68,4.7,Store Pickup,No,No,Cash
2021,2021,2,M,Beige,Winter,23,4.8,Next Day Air,No,No,Cash
2022,2022,10,M,Green,Winter,33,4.4,Standard,No,No,Venmo
2023,2023,27,S,Black,Winter,38,4,Store Pickup,No,No,Cash
2024,2024,46,S,Teal,Winter,68,4.1,Store Pickup,No,No,Cash
2025,2025,46,L,Silver,Fall,23,3.7,Express,No,No,PayPal
2026,2026,7,M,Turquoise,Summer,29,3,Express,No,No,Debit Card
2027,2027,42,M,Orange,Winter,35,3.6,Express,No,No,Bank Transfer
2028,2028,11,S,Gold,Fall,73,4.8,Standard,No,No,Credit Card
2029,2029,11,XL,Purple,Fall,84,3.7,2-Day Shipping,No,No,Venmo
2030,2030,42,M,Pink,Spring,23,4.6,Next Day Air,No,No,PayPal
2031,2031,17,S,Green,Summer,67,2.8,Standard,No,No,Credit Card
2032,2032,46,L,Charcoal,Spring,51,4,Standard,No,No,Credit Card
2033,2033,1,M,Maroon,Winter,36,4.2,Next Day Air,No,No,Cash
2034,2034,3,L,Olive,Summer,55,3.6,Express,No,No,Venmo
2035,2035,8,M,Peach,Spring,30,2.9,Store Pickup,No,No,PayPal
2036,2036,35,S,Yellow,Summer,70,4.1,Express,No,No,Bank Transfer
2037,2037,1,S,Lavender,Winter,63,3.1,Next Day Air,No,No,Cash
2038,2038,60,S,Green,Summer,87,4.3,Express,No,No,Venmo
2039,2039,1,L,Orange,Spring,70,4.4,Next Day Air,No,No,Credit Card
2040,2040,35,M,Olive,Spring,51,3.1,Next Day Air,No,No,Debit Card
2041,2041,27,XL,Gray,Spring,25,2.9,Free Shipping,No,No,Venmo
2042,2042,25,S,Lavender,Winter,32,3.2,Next Day Air,No,No,PayPal
2043,2043,11,M,Red,Spring,52,4,2-Day Shipping,No,No,Venmo
2044,2044,75,M,Charcoal,Summer,33,2.7,Standard,No,No,PayPal
2045,2045,3,L,Orange,Spring,68,3,Free Shipping,No,No,PayPal
2046,2046,27,M,Red,Fall,20,4.4,Express,No,No,PayPal
2047,2047,20,M,Maroon,Winter,32,2.8,Free Shipping,No,No,Cash
2048,2048,27,M,Silver,Summer,82,3.1,Store Pickup,No,No,Cash
2049,2049,6,XL,Pink,Winter,64,3.9,Express,No,No,Bank Transfer
2050,2050,65,L,Blue,Fall,24,2.7,Standard,No,No,Venmo
2051,2051,45,M,Teal,Summer,96,3.4,Store Pickup,No,No,Debit Card
2052,2052,35,L,Black,Spring,94,3.8,Free Shipping,No,No,Credit Card
2053,2053,57,M,Gray,Winter,48,3.7,2-Day Shipping,No,No,Bank Transfer
2054,2054,17,S,Purple,Spring,60,4.5,2-Day Shipping,No,No,Credit Card
2055,2055,2,XL,Gold,Spring,56,2.9,Express,No,No,PayPal
2056,2056,10,M,Silver,Fall,33,3.4,2-Day Shipping,No,No,Bank Transfer
2057,2057,57,L,Blue,Spring,46,4.4,2-Day Shipping,No,No,PayPal
2058,2058,46,L,Yellow,Spring,37,4.2,Standard,No,No,PayPal
2059,2059,7,M,Brown,Winter,98,3.3,Store Pickup,No,No,Bank Transfer
2060,2060,8,XL,Beige,Spring,50,3.7,Express,No,No,PayPal
2061,2061,60,M,Blue,Fall,63,3.2,Next Day Air,No,No,Bank Transfer
2062,2062,2,S,Magenta,Summer,70,2.6,Store Pickup,No,No,Debit Card
2063,2063,9,L,Silver,Fall,63,2.8,Standard,No,No,Cash
2064,2064,8,M,Cyan,Fall,86,2.9,Standard,No,No,Cash
2065,2065,11,M,Green,Summer,99,4,2-Day Shipping,No,No,Bank Transfer
2066,2066,6,M,Blue,Spring,40,2.9,Free Shipping,No,No,Bank Transfer
2067,2067,6,M,Olive,Fall,92,4.7,Store Pickup,No,No,Debit Card
2068,2068,20,XL,Beige,Fall,21,3.1,2-Day Shipping,No,No,Cash
2069,2069,27,XL,Black,Summer,81,3.9,Store Pickup,No,No,Venmo
2070,2070,35,M,Indigo,Fall,82,3.4,Free Shipping,No,No,Debit Card
2071,2071,27,XL,Red,Spring,88,3.1,Express,No,No,Cash
2072,2072,25,S,Yellow,Fall,100,4.8,Store Pickup,No,No,PayPal
2073,2073,57,M,Beige,Winter,66,3.9,Next Day Air,No,No,Bank Transfer
2074,2074,60,S,Green,Winter,25,3.5,Next Day Air,No,No,PayPal
2075,2075,42,M,White,Summer,53,3.1,Free Shipping,No,No,Debit Card
2076,2076,2,S,Turquoise,Fall,28,4.7,Express,No,No,Debit Card
2077,2077,75,S,Indigo,Fall,23,4.6,Free Shipping,No,No,Debit Card
2078,2078,42,L,Orange,Fall,34,3.3,Free Shipping,No,No,Bank Transfer
2079,2079,14,M,Blue,Spring,42,3.2,Next Day Air,No,No,Debit Card
2080,2080,3,L,Violet,Summer,24,3.1,Next Day Air,No,No,PayPal
2081,2081,17,S,Gray,Fall,47,3.5,Free Shipping,No,No,Debit Card
2082,2082,9,S,Cyan,Spring,78,4.3,Standard,No,No,Bank Transfer
2083,2083,3,M,Yellow,Summer,89,2.9,Free Shipping,No,No,Venmo
2084,2084,42,L,Orange,Fall,59,2.7,Store Pickup,No,No,Credit Card
2085,2085,1,S,Brown,Summer,94,4,Standard,No,No,Bank Transfer
2086,2086,3,M,Teal,Fall,49,4.6,Free Shipping,No,No,Debit Card
2087,2087,14,L,Beige,Summer,89,4.7,2-Day Shipping,No,No,Cash
2088,2088,45,M,Blue,Summer,91,4.7,Standard,No,No,Credit Card
2089,2089,4,L,Orange,Spring,89,4,Standard,No,No,Debit Card
2090,2090,25,L,Gold,Spring,57,3.6,Free Shipping,No,No,Credit Card
2091,2091,46,S,Teal,Winter,71,3.4,Free Shipping,No,No,Debit Card
2092,2092,3,XL,Beige,Fall,97,3,Next Day Air,No,No,Bank Transfer
2093,2093,4,M,Silver,Fall,45,2.6,Next Day Air,No,No,Bank Transfer
2094,2094,14,M,Maroon,Spring,91,4.2,Store Pickup,No,No,Debit Card
2095,2095,46,M,Indigo,Spring,25,3.4,Standard,No,No,Venmo
2096,2096,26,M,Gray,Fall,63,4,Store Pickup,No,No,Bank Transfer
2097,2097,14,L,Blue,Summer,52,4.7,Free Shipping,No,No,Debit Card
2098,2098,6,S,Cyan,Winter,43,3.9,Next Day Air,No,No,Credit Card
2099,2099,35,M,White,Summer,28,3.3,2-Day Shipping,No,No,Venmo
2100,2100,35,L,Green,Summer,78,2.9,Express,No,No,PayPal
2101,2101,2,M,Silver,Spring,31,4.4,Free Shipping,No,No,Cash
2102,2102,7,M,Blue,Winter,23,3.6,Next Day Air,No,No,Bank Transfer
2103,2103,45,M,Brown,Spring,25,4.5,Store Pickup,No,No,Cash
2104,2104,20,S,Red,Summer,86,3.7,Store Pickup,No,No,Venmo
2105,2105,11,M,Gold,Spring,88,2.8,Free Shipping,No,No,Venmo
2106,2106,75,M,Silver,Spring,35,4.5,Free Shipping,No,No,Venmo
2107,2107,27,M,Gray,Fall,34,4.4,Standard,No,No,Credit Card
2108,2108,20,M,Black,Winter,75,3.3,Standard,No,No,PayPal
2109,2109,26,XL,Beige,Winter,46,4.2,Express,No,No,Credit Card
2110,2110,27,L,Peach,Fall,31,2.7,Free Shipping,No,No,Venmo
2111,2111,46,L,Cyan,Spring,93,3.9,Store Pickup,No,No,Debit Card
2112,2112,17,XL,Pink,Spring,85,2.6,Free Shipping,No,No,Bank Transfer
2113,2113,60,M,Lavender,Fall,68,4.5,2-Day Shipping,No,No,Cash
2114,2114,14,M,Brown,Spring,40,2.7,Store Pickup,No,No,PayPal
2115,2115,7,M,Magenta,Winter,51,2.9,Standard,No,No,Debit Card
2116,2116,42,M,Violet,Winter,85,3.4,Store Pickup,No,No,Bank Transfer
2117,2117,25,M,Teal,Summer,23,2.9,Express,No,No,Debit Card
2118,2118,14,L,Brown,Summer,28,3.8,Free Shipping,No,No,Debit Card
2119,2119,46,M,Olive,Fall,44,4.2,2-Day Shipping,No,No,Debit Card
2120,2120,27,M,Indigo,Spring,57,3.5,Store Pickup,No,No,Venmo
2121,2121,42,S,Red,Fall,98,3.1,Next Day Air,No,No,PayPal
2122,2122,57,M,Olive,Winter,68,3.5,2-Day Shipping,No,No,Bank Transfer
2123,2123,25,L,Teal,Fall,36,4,Express,No,No,Debit Card
2124,2124,9,L,Cyan,Spring,71,3.7,Express,No,No,Debit Card
2125,2125,16,M,Teal,Fall,60,4.2,Next Day Air,No,No,Venmo
2126,2126,9,M,Beige,Fall,87,4.8,Store Pickup,No,No,PayPal
2127,2127,11,XL,Magenta,Winter,38,4.1,Express,No,No,Credit Card
2128,2128,65,M,Indigo,Spring,45,4.5,2-Day Shipping,No,No,Debit Card
2129,2129,9,L,Cyan,Fall,47,2.7,2-Day Shipping,No,No,PayPal
2130,2130,16,L,Orange,Fall,57,2.8,Store Pickup,No,No,PayPal
2131,2131,57,L,Violet,Summer,68,3.7,Free Shipping,No,No,Credit Card
2132,2132,8,M,Red,Fall,52,3.6,Express,No,No,Bank Transfer
2133,2133,16,M,Magenta,Fall,87,4.7,2-Day Shipping,No,No,Debit Card
2134,2134,45,M,Olive,Summer,34,3.8,Standard,No,No,Bank Transfer
2135,2135,4,XL,Maroon,Winter,41,2.9,Standard,No,No,Credit Card
2136,2136,17,S,Yellow,Winter,94,4.6,Next Day Air,No,No,Debit Card
2137,2137,17,M,Red,Summer,93,2.8,Standard,No,No,Bank Transfer
2138,2138,46,XL,Purple,Winter,51,4.6,2-Day Shipping,No,No,Credit Card
2139,2139,2,M,Teal,Fall,42,2.8,Next Day Air,No,No,Venmo
2140,2140,65,M,Red,Winter,95,3,Free Shipping,No,No,Cash
2141,2141,10,M,Brown,Fall,90,3.7,Standard,No,No,Cash
2142,2142,14,M,Peach,Winter,98,4.1,2-Day Shipping,No,No,PayPal
2143,2143,45,M,Maroon,Winter,39,4.3,Next Day Air,No,No,Venmo
2144,2144,4,L,Red,Fall,66,3.8,Next Day Air,No,No,Venmo
2145,2145,11,L,Orange,Winter,23,3.7,Free Shipping,No,No,PayPal
2146,2146,16,S,White,Winter,73,4.8,Standard,No,No,PayPal
2147,2147,17,XL,White,Summer,23,4.6,Standard,No,No,PayPal
2148,2148,16,S,Charcoal,Fall,43,4.8,Standard,No,No,Cash
2149,2149,35,XL,Turquoise,Winter,45,4.6,2-Day Shipping,No,No,PayPal
2150,2150,4,L,Orange,Winter,21,4,Standard,No,No,Bank Transfer
2151,2151,7,M,Orange,Spring,40,2.6,2-Day Shipping,No,No,Cash
2152,2152,3,L,Brown,Fall,58,2.6,2-Day Shipping,No,No,Venmo
2153,2153,8,L,Magenta,Summer,48,4.5,Next Day Air,No,No,Bank Transfer
2154,2154,7,M,Violet,Fall,94,4.2,Free Shipping,No,No,PayPal
2155,2155,42,M,Violet,Spring,74,3.4,Store Pickup,No,No,Cash
2156,2156,10,L,Yellow,Fall,51,3.7,Store Pickup,No,No,PayPal
2157,2157,16,M,Maroon,Winter,83,3.6,Next Day Air,No,No,Debit Card
2158,2158,10,L,Turquoise,Winter,68,4,Next Day Air,No,No,Venmo
2159,2159,75,XL,Olive,Spring,84,4.6,Standard,No,No,Bank Transfer
2160,2160,7,M,Peach,Fall,58,3,Free Shipping,No,No,Cash
2161,2161,1,L,Charcoal,Winter,92,3.3,Express,No,No,PayPal
2162,2162,14,S,Peach,Summer,69,3.8,Express,No,No,Debit Card
2163,2163,8,S,Black,Summer,48,2.7,Free Shipping,No,No,PayPal
2164,2164,11,L,Gray,Spring,60,4.5,Express,No,No,Bank Transfer
2165,2165,4,S,Olive,Winter,20,4.8,Next Day Air,No,No,PayPal
2166,2166,20,M,Turquoise,Summer,55,4.2,Express,No,No,Credit Card
2167,2167,25,S,Purple,Spring,88,3.5,Express,No,No,Credit Card
2168,2168,16,L,Green,Winter,48,4.9,Standard,No,No,Venmo
2169,2169,10,M,Beige,Spring,74,4.1,Next Day Air,No,No,Cash
2170,2170,9,M,Brown,Fall,42,2.9,Next Day Air,No,No,Bank Transfer
2171,2171,2,M,Turquoise,Fall,32,4,Next Day Air,No,No,Venmo
2172,2172,8,M,Yellow,Summer,98,4.6,Store Pickup,No,No,Cash
2173,2173,16,S,Lavender,Fall,89,2.8,Store Pickup,No,No,PayPal
2174,2174,75,S,Cyan,Summer,97,5,2-Day Shipping,No,No,Venmo
2175,2175,57,S,Olive,Spring,49,2.9,Store Pickup,No,No,Cash
2176,2176,14,M,Silver,Spring,50,3.3,Free Shipping,No,No,Credit Card
2177,2177,60,S,Red,Winter,91,3.4,2-Day Shipping,No,No,Debit Card
2178,2178,75,XL,Green,Winter,93,3,Express,No,No,PayPal
2179,2179,27,M,Gold,Summer,98,4.7,Standard,No,No,Venmo
2180,2180,46,L,Lavender,Fall,82,2.9,Next Day Air,No,No,PayPal
2181,2181,9,M,Yellow,Summer,37,4.1,Store Pickup,No,No,Cash
2182,2182,10,M,Black,Fall,63,3.2,Free Shipping,No,No,Bank Transfer
2183,2183,1,M,Maroon,Winter,99,2.7,Store Pickup,No,No,Venmo
2184,2184,8,M,Maroon,Spring,37,4.7,Store Pickup,No,No,Cash
2185,2185,11,S,Gold,Spring,34,3.2,Free Shipping,No,No,PayPal
2186,2186,8,M,Violet,Winter,32,2.5,Express,No,No,Debit Card
2187,2187,4,XL,Teal,Winter,23,4.3,Next Day Air,No,No,PayPal
2188,2188,1,M,Violet,Spring,78,4.4,Free Shipping,No,No,PayPal
2189,2189,9,M,Brown,Winter,54,4.7,Next Day Air,No,No,Credit Card
2190,2190,1,XL,Brown,Fall,94,4,Express,No,No,Credit Card
2191,2191,60,S,Maroon,Spring,75,4.6,Express,No,No,Credit Card
2192,2192,1,S,Maroon,Summer,69,3.8,Next Day Air,No,No,Cash
2193,2193,42,L,Yellow,Winter,35,3.2,Next Day Air,No,No,Credit Card
2194,2194,7,L,Turquoise,Spring,78,5,Express,No,No,PayPal
2195,2195,46,M,Silver,Summer,29,3.5,Standard,No,No,Bank Transfer
2196,2196,3,M,Brown,Fall,62,3.7,Next Day Air,No,No,Cash
2197,2197,14,M,Gray,Spring,58,4.8,Next Day Air,No,No,PayPal
2198,2198,65,M,Indigo,Summer,88,3.7,2-Day Shipping,No,No,Venmo
2199,2199,42,L,Turquoise,Summer,80,3.5,Free Shipping,No,No,Venmo
2200,2200,42,M,Maroon,Summer,47,4.9,Store Pickup,No,No,Debit Card
2201,2201,75,L,Charcoal,Summer,51,4.7,Next Day Air,No,No,Debit Card
2202,2202,20,L,Peach,Spring,25,4.9,2-Day Shipping,No,No,Venmo
2203,2203,14,M,Red,Summer,36,4.3,Next Day Air,No,No,Credit Card
2204,2204,14,M,Indigo,Winter,79,3.1,Free Shipping,No,No,Cash
2205,2205,3,S,Lavender,Winter,41,3.4,2-Day Shipping,No,No,Debit Card
2206,2206,2,XL,Red,Fall,68,2.7,Express,No,No,PayPal
2207,2207,4,L,Green,Spring,51,2.6,Store Pickup,No,No,Bank Transfer
2208,2208,10,M,Gray,Fall,38,2.9,Next Day Air,No,No,Credit Card
2209,2209,42,XL,Violet,Summer,46,2.7,2-Day Shipping,No,No,PayPal
2210,2210,4,XL,Beige,Summer,20,4.5,2-Day Shipping,No,No,Bank Transfer
2211,2211,17,M,Orange,Summer,25,3.1,Store Pickup,No,No,PayPal
2212,2212,2,L,Purple,Winter,89,3.2,Free Shipping,No,No,Debit Card
2213,2213,20,M,Brown,Winter,77,3.3,Next Day Air,No,No,Bank Transfer
2214,2214,45,M,Maroon,Fall,94,2.9,Express,No,No,Debit Card
2215,2215,60,L,Gold,Fall,100,4.1,Standard,No,No,Debit Card
2216,2216,4,M,Indigo,Winter,96,2.7,Express,No,No,Credit Card
2217,2217,20,XL,Silver,Winter,36,4,Store Pickup,No,No,Venmo
2218,2218,27,XL,Red,Fall,27,2.6,Store Pickup,No,No,Bank Transfer
2219,2219,17,M,Magenta,Winter,67,3.5,Store Pickup,No,No,Debit Card
2220,2220,1,S,Purple,Fall,91,2.8,Store Pickup,No,No,Bank Transfer
2221,2221,60,XL,Beige,Fall,62,4.5,Store Pickup,No,No,Cash
2222,2222,8,XL,White,Fall,88,3,Free Shipping,No,No,Credit Card
2223,2223,20,M,Teal,Summer,66,4.4,Store Pickup,No,No,Credit Card
2224,2224,4,M,Gray,Fall,65,4.7,Next Day Air,No,No,PayPal
2225,2225,75,L,Charcoal,Winter,25,4.3,Standard,No,No,Cash
2226,2226,60,S,Olive,Spring,64,4.8,Free Shipping,No,No,Credit Card
2227,2227,7,L,Blue,Spring,72,4.8,Store Pickup,No,No,Cash
2228,2228,42,S,Gray,Summer,74,4.4,Next Day Air,No,No,Credit Card
2229,2229,75,M,Green,Fall,50,3.7,Free Shipping,No,No,Credit Card
2230,2230,20,M,Silver,Fall,97,3.9,Express,No,No,Venmo
2231,2231,6,S,Teal,Spring,36,3.8,Express,No,No,Venmo
2232,2232,25,M,Beige,Fall,49,4.1,Store Pickup,No,No,Credit Card
2233,2233,11,L,Lavender,Spring,64,4,Store Pickup,No,No,Cash
2234,2234,1,XL,Gray,Summer,31,4.5,Express,No,No,Credit Card
2235,2235,65,S,Yellow,Winter,66,4,Express,No,No,Cash
2236,2236,46,M,Gray,Spring,82,4.5,2-Day Shipping,No,No,Credit Card
2237,2237,35,M,Yellow,Winter,88,2.7,Standard,No,No,Debit Card
2238,2238,4,S,Black,Summer,34,3.8,Next Day Air,No,No,Venmo
2239,2239,6,L,Beige,Winter,84,3.8,Standard,No,No,Debit Card
2240,2240,27,L,Indigo,Summer,96,3.8,2-Day Shipping,No,No,Credit Card
2241,2241,4,L,Green,Winter,71,4.3,Next Day Air,No,No,Debit Card
2242,2242,25,M,Purple,Summer,77,3.5,Free Shipping,No,No,Bank Transfer
2243,2243,16,M,Orange,Spring,66,3.8,Next Day Air,No,No,Credit Card
2244,2244,7,M,Teal,Winter,21,3.7,2-Day Shipping,No,No,Debit Card
2245,2245,8,M,Gold,Summer,37,4.8,2-Day Shipping,No,No,PayPal
2246,2246,46,L,Gray,Fall,90,4.9,Free Shipping,No,No,PayPal
2247,2247,25,M,Cyan,Fall,96,4.3,Store Pickup,No,No,PayPal
2248,2248,27,L,Teal,Summer,37,4.4,Next Day Air,No,No,Venmo
2249,2249,35,M,Violet,Winter,66,3.4,Free Shipping,No,No,PayPal
2250,2250,75,XL,Indigo,Spring,45,4.3,Next Day Air,No,No,Debit Card
2251,2251,11,L,Pink,Summer,89,4.6,Store Pickup,No,No,Credit Card
2252,2252,11,L,Gold,Fall,94,3.8,Free Shipping,No,No,Debit Card
2253,2253,11,S,Maroon,Summer,96,3.9,Express,No,No,Bank Transfer
2254,2254,26,M,Brown,Spring,31,2.6,Store Pickup,No,No,PayPal
